startup_id,mentor_id,FIT1,FIT1_confidence,FIT1_explicability,FIT1_evidence_quotes,FIT1_match_drivers,FIT1_missing_info_flags
startup_003,MENTOR_002,0.78,0.82,"Strong domain alignment exists between Ceal's carbon-negative mineral production from industrial processes and Magali's deep expertise in industrial transformation, sustainable construction materials, and sustainability strategy. Her board role at Anglo American (mining/materials) and former Chief Sustainability Officer position at Holcim (global cement/construction materials leader) directly overlap with Ceal's vision to shift from traditional limestone mining to sustainable PCC production as an industrial feedstock.","[{'from': 'startup', 'quote': 'global shift from traditional limestone mining to sustainable carbon-negative PCC production as an essential industrial feedstock'}, {'from': 'mentor', 'quote': 'former Chief Sustainability & Innovation Officer at Holcim'}]","['Sustainable construction materials expertise (Holcim background)', 'Industrial transformation and mining sector knowledge (Anglo American)', 'Sustainability strategy at scale', 'Operations in resource-intensive industries']","[""Mentor's specific technical depth in mineralization or carbon capture"", ""Mentor's experience with early-stage vs. established companies"", ""Startup's current stage and specific operational challenges""]"
startup_003,MENTOR_003,0.72,0.65,Strong domain alignment exists between Ceal's water-treatment CO2 capture technology and Julien's 20+ years in sustainable innovation and clean technology. His experience selling a 100+ employee startup and leading strategic partnerships/business development directly matches Ceal's need to scale a capital-intensive industrial technology. Confidence is moderate due to limited detail on Julien's specific technical depth in mineralization or industrial water treatment.,"[{'from': 'mentor', 'quote': '20+ years developing sustainable innovation; sold 100+ employee startup to Screen Japan'}, {'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}]","['Sustainability and clean technology expertise', 'Startup scaling and exit experience', 'Strategic partnerships and business development', 'Industrial technology domain overlap']","[""Mentor's specific technical knowledge in mineralization or water treatment"", ""Mentor's experience with power plant partnerships or industrial co-location models"", ""Details on mentor's portfolio companies or sector focus within clean tech""]"
startup_003,MENTOR_004,0.68,0.72,"Strong domain alignment exists: the mentor's Climate Tech and Energy Transition expertise directly matches Ceal's CO2 capture technology co-located with thermal power plants. The mentor's experience in startup scaling, investment, and partnerships development is relevant to Ceal's capital-intensive infrastructure model and need for strategic partnerships with power plant operators. However, limited detail on the mentor's specific technical depth in water treatment or mineralization chemistry prevents a higher score.","[{'from': 'startup', 'quote': 'mineralization system co-locating with existing seawater-cooled thermal power plants, enabling gigaton-scale CO2 capture'}, {'from': 'mentor', 'quote': 'Climate Tech; Energy Transition'}]","['Climate tech and energy transition domain expertise', 'Startup scaling and investment experience', 'Partnerships development for infrastructure plays', 'Financial structuring for capital-intensive ventures']","[""Mentor's specific experience with industrial water treatment or chemical processes"", ""Mentor's track record with hardware/infrastructure startups vs. software"", ""Mentor's network connections in power generation or industrial minerals sectors""]"
startup_003,MENTOR_005,0.68,0.72,"Strong domain alignment exists: Ceal operates in climate tech (CO2 capture and mineralization), and Jason has explicit climate tech expertise plus systems design engineering background relevant to complex industrial processes. His policy influence and government advisory experience could support Ceal's gigaton-scale ambitions requiring regulatory engagement. However, no direct evidence of water treatment, chemical engineering, or industrial minerals expertise limits the score.","[{'from': 'startup', 'quote': 'gigaton-scale CO2 capture, and a global shift from traditional limestone mining to sustainable carbon-negative PCC production'}, {'from': 'mentor', 'quote': 'Systems Design Engineering; Climate Tech'}]","['Climate tech domain overlap', 'Systems engineering for complex industrial processes', 'Policy/government advisory for scale deployment', 'Strategic vision for global industrial transformation']","['No evidence of water treatment or chemical process expertise', 'No specific industrial minerals or PCC production experience mentioned', ""Limited detail on mentor's climate tech focus areas""]"
startup_003,MENTOR_006,0.72,0.75,"Strong domain alignment exists between Ceal's carbon capture and sustainable industrial process focus and Arnaud's expertise in cleantech commercial development, sustainability strategy, and renewable energy systems. His 20+ years of global experience with major energy and industrial players (ENGIE, Michelin, Temasek) directly overlaps with Ceal's need to co-locate with power plants and scale gigaton-level CO2 capture technology.","[{'from': 'startup', 'quote': 'co-locating with existing seawater-cooled thermal power plants, enabling gigaton-scale CO2 capture'}, {'from': 'mentor', 'quote': 'Cleantech Commercial Development; Sustainability Strategy; worked with ENGIE, Michelin, Temasek'}]","['Cleantech commercialization expertise', 'Energy sector partnerships (ENGIE)', 'ESG and sustainability strategy alignment', 'Industrial-scale deployment experience']","[""Mentor's specific experience with carbon capture or mineralization technologies"", ""Mentor's depth in water treatment or chemical process industries"", ""Details on mentor's commercial scaling methodologies""]"
startup_003,MENTOR_007,0.72,0.78,"Strong domain overlap exists between Ceal's water-treatment mineralization technology and Gaetan's materials science expertise, climate tech focus, and experience scaling deep-tech startups. His background co-founding Kurion (materials-based environmental remediation) and current role investing in climate tech at Breakthrough Energy Ventures Europe align well with Ceal's carbon capture and sustainable materials production mission.","[{'from': 'mentor', 'quote': 'Co-founder & CTO of Kurion; Fukushima deployment; acquired by Veolia for $350M; PhD Materials Science'}, {'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}]","['Materials science PhD matches mineralization/PCC production technology', 'Climate tech investment focus aligns with CO2 capture mission', 'Scaled deep-tech startup (Kurion) to $350M exit', 'Water treatment/environmental remediation domain experience']","[""Mentor's specific experience with carbon capture or mineralization technologies"", ""Mentor's knowledge of industrial feedstock markets or power plant partnerships""]"
startup_003,MENTOR_008,0.72,0.75,"Strong domain alignment exists between Ceal's carbon capture and sustainable industrial process focus and Lisa's 27-year McKinsey background in sustainability and industrial sectors, plus her climate tech expertise. Her M&A and consulting experience is relevant for scaling industrial partnerships (power plants, PCC markets). Confidence is moderate due to limited detail on her specific technical depth in mineralization or water treatment.","[{'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}, {'from': 'mentor', 'quote': '27 years McKinsey Senior Partner; sustainability & industrial focus; advises European green tech investors'}]","['Sustainability and industrial sector expertise', 'Climate tech and ESG focus', 'M&A experience for scaling partnerships', 'Green tech investor advisory background']","[""Mentor's specific experience with water treatment or mineralization technologies"", ""Mentor's geographic focus (Europe vs. Israel/global)"", ""Depth of mentor's technical vs. strategic advisory role""]"
startup_003,MENTOR_009,0.28,0.55,"Weak domain overlap. Ceal Minerals operates in water treatment, CO2 capture, and mineral processing—none of which align with the mentor's semiconductor/silicon carbide/nanographics technical expertise. The mentor's operational strengths in startup scaling and IP management offer generic value but lack sector-specific leverage for climate-tech or chemical process industries.","[{'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}, {'from': 'mentor', 'quote': 'Semiconductor Technology; Silicon Carbide; Nanographics'}]","['Startup scaling experience', 'Strategic IP management', 'Deep-tech program management']","[""Mentor's experience in climate-tech, water treatment, or chemical industries"", ""Mentor's familiarity with carbon capture or industrial minerals sectors"", 'Specific examples of cross-sector mentorship or operational guidance']"
startup_003,MENTOR_010,0.52,0.65,"Moderate overlap exists: Jason's clean technology tag and infrastructure experience align with Ceal's industrial-scale water treatment and CO2 capture system. His startup scaling and investment expertise are relevant to Ceal's early-stage commercialization needs. However, no specific evidence of domain expertise in water treatment, mineralization chemistry, or thermal power plant operations is provided.","[{'from': 'mentor', 'quote': 'Data Centers; Infrastructure; Clean Technology; Applied AI'}, {'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}]","['Clean technology sector alignment', 'Infrastructure scaling experience', 'Startup scaling and investment expertise']","['No evidence of water treatment or mineralization domain expertise', 'No evidence of thermal power plant or industrial process knowledge', 'Minimal mentor bio/profile detail provided']"
startup_003,MENTOR_011,0.72,0.75,"Strong overlap exists between Ceal's carbon capture and sustainable industrial process focus and Lida's expertise in decarbonization, ESG, and climate finance. Her 25+ years in capital markets, B20 taskforce membership, and COP28 speaking experience align well with a startup requiring investment, policy navigation, and credibility in the climate/industrial decarbonization space. However, no direct water treatment or chemical engineering expertise is evident.","[{'from': 'startup', 'quote': 'captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater used for cooling power plants'}, {'from': 'mentor', 'quote': '25+ years Canadian capital markets; B20 taskforce member; speaker at COP28; climate finance advisor'}]","['Decarbonization and CO2 capture alignment', 'Climate finance and investment expertise', 'Policy influence and ESG credibility', 'Industrial-scale sustainability focus']","['No evidence of water treatment or chemical process expertise', ""Limited detail on mentor's sector-specific industrial experience"", 'Unclear if mentor has experience with hardware/physical infrastructure startups']"
startup_003,MENTOR_012,0.72,0.75,"Strong domain overlap exists: mentor has explicit 'Water Treatment' and 'Climate Tech' expertise matching Ceal's core technology. Mentor's EU-funded project coordination and policy influence experience aligns well with a deep-tech hardware startup requiring regulatory navigation and public funding, especially given Ceal's gigaton-scale ambitions and need for industrial partnerships.","[{'from': 'mentor', 'quote': 'Water Treatment; Climate Tech'}, {'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2'}]","['Direct water treatment domain expertise', 'Climate tech sector alignment', 'EU public funding and policy navigation', 'B2B sales for industrial partnerships']","[""Mentor's specific technical depth in mineralization or chemical processes unclear"", ""Mentor's experience with hardware/capital-intensive ventures not specified"", 'Geographic focus (EU vs. Israel operations) not detailed']"
startup_003,MENTOR_013,0.22,0.65,"Weak domain overlap. Ceal operates in industrial water treatment, CO2 capture, and mineral processing for power plants, while the mentor's expertise centers on agri-tech, entomology, crop protection, and insect ecology. Some operational tags (project management, investment) provide generic relevance, but no specific technical or domain match exists.","[{'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater used for cooling power plants'}, {'from': 'mentor', 'quote': 'Entomologist; Programme Leader at NIAB; PhD Imperial College; crop protection & insect ecology expert'}]","['Project management experience', 'Investment operational tag', 'Board governance skills']","['No mentor background in water treatment, CO2 capture, or industrial minerals', 'No startup connection to agriculture or entomology', 'Mentor bio and detailed profile text absent']"
startup_003,MENTOR_014,0.28,0.55,"Weak overlap between mentor and startup domains. Mentor's expertise is in vertical farming, agri-tech, and brand/communications, while startup focuses on water treatment, CO2 capture, and industrial mineral production. Some transferable skills in startup scaling and sustainability positioning exist, but no direct technical or operational domain match.","[{'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}, {'from': 'mentor', 'quote': 'Vertical Farming; Sustainable Agriculture; Agri Tech'}]","['Sustainability/climate focus overlap', 'Startup scaling experience', 'Brand building for deep-tech ventures']","[""Mentor's detailed bio unavailable"", ""Mentor's specific investment or advisory experience unclear"", ""Limited detail on mentor's operational expertise beyond brand/communications""]"
startup_003,MENTOR_015,0.42,0.65,"Moderate overlap exists through Climate Tech alignment and strategic IP management expertise relevant to Ceal's novel mineralization technology. However, the mentor's primary expertise in patent law and litigation does not directly address the startup's core operational domains of water treatment, chemical engineering, or industrial-scale CO2 capture systems.","[{'from': 'mentor', 'quote': 'Climate Tech; Health Tech; Biology'}, {'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}]","['Climate Tech domain alignment', 'Strategic IP management for novel technology', 'Patent protection for mineralization process']","[""Mentor's specific experience with industrial/chemical process patents"", ""Mentor's knowledge of carbon capture or water treatment sectors"", 'Detailed mentor bio unavailable']"
startup_003,MENTOR_016,0.42,0.65,"Moderate overlap exists through the mentor's climate tech investment experience (70+ investments) and startup scaling expertise, which align with Ceal's capital-intensive, gigaton-scale ambitions. However, the mentor's core background in platform engineering, SaaS, and marketplace tech shows limited direct relevance to Ceal's hardware-intensive water treatment and mineralization technology. The match is primarily at the operational/investment level rather than deep technical or domain expertise.","[{'from': 'mentor', 'quote': '70+ climate tech investments'}, {'from': 'startup', 'quote': 'enabling gigaton-scale CO2 capture, and a global shift from traditional limestone mining to sustainable carbon-negative PCC production'}]","['Climate tech investment experience', 'Startup scaling expertise', 'Board governance for growth-stage companies']","['No evidence of industrial/chemical process expertise', 'No water treatment or materials science background mentioned', 'Unclear if climate tech investments include hardware/industrial startups']"
startup_003,MENTOR_017,0.58,0.65,"Moderate overlap exists between Ceal's carbon capture/sustainability mission and Aurélie's ESG and climate tech expertise. However, the mentor's profile emphasizes corporate sustainability strategy, ESG compliance, and AI-driven transformation rather than deep technical knowledge in water treatment, mineralization chemistry, or industrial process engineering that would directly match Ceal's core technology. The fit is functional (sustainability positioning, ESG frameworks) but lacks specific domain expertise in the startup's technical area.","[{'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}, {'from': 'mentor', 'quote': 'Global ESG leader; CSRD & ESRS expert; AI-driven sustainability transformation'}]","['Climate tech and carbon capture alignment', 'ESG strategy for sustainability positioning', 'Corporate innovation experience']","[""Mentor's technical depth in water treatment or mineralization"", ""Mentor's experience with industrial process scale-up"", ""Mentor's network in power generation or chemical industries""]"
startup_003,MENTOR_018,0.58,0.65,"Moderate overlap exists through Climate Tech alignment and startup scaling expertise. The mentor's deep tech and agritech experience provides some relevant context for industrial/environmental technology, though no direct water treatment, carbon capture, or chemical process industry background is evident in the provided text.","[{'from': 'mentor', 'quote': 'Climate Tech; Agri Tech; SaaS; Digital Transformation'}, {'from': 'mentor', 'quote': '35+ years executive leadership; scaled fintech, agritech & deep tech startups'}]","['Climate Tech domain alignment', 'Deep tech startup scaling experience', 'Operations and GTM strategy expertise']","['No evidence of carbon capture/sequestration expertise', 'No water treatment or chemical process industry background', 'No industrial minerals or B2B commodity market experience', 'Limited mentor bio/profile detail provided']"
startup_003,MENTOR_019,0.68,0.72,"Strong domain alignment exists: the mentor specializes in Climate Tech and sustainability strategy, directly matching Ceal's carbon capture and sustainable water treatment mission. The mentor's expertise in startup scaling and fundraising is relevant for an early-stage company (incorporated 2024) pursuing gigaton-scale ambitions. However, limited technical depth information about the mentor's understanding of mineralization, industrial chemistry, or power plant operations prevents a higher score.","[{'from': 'mentor', 'quote': 'Climate Tech; Deep Tech; Data-Driven Sales; Carbon & Biodiversity'}, {'from': 'startup', 'quote': 'gigaton-scale CO2 capture, and a global shift from traditional limestone mining to sustainable carbon-negative PCC production'}]","['Climate Tech and carbon capture domain alignment', 'Sustainability strategy for carbon-negative solutions', 'Startup scaling expertise for early-stage company', 'Fundraising support for capital-intensive cleantech']","[""Mentor's specific experience with industrial process technologies or chemical engineering"", ""Mentor's track record with B2B industrial clients or power sector partnerships"", ""Depth of mentor's technical understanding of mineralization or water treatment systems""]"
startup_003,MENTOR_020,0.72,0.75,"Strong domain alignment exists between Ceal's climate-focused water treatment and CO2 capture technology and Magnus's Climate Tech investment expertise. His Industrial Tech background is relevant to Ceal's power plant co-location strategy and PCC production for industrial feedstock. The match is strong but not exceptional due to limited detail on Magnus's specific experience with water treatment, mineralization, or chemical processes.","[{'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}, {'from': 'mentor', 'quote': 'Climate Tech; Nuclear; Semiconductors; Industrial Tech'}]","['Climate Tech investment expertise aligns with CO2 capture mission', 'Industrial Tech relevant to power plant integration and PCC production', 'Deep-tech investor experience matches hardware-intensive solution', 'Board governance skills applicable to early-stage scaling']","['No specific mentor experience in water treatment or chemical processes mentioned', 'Unclear if mentor has portfolio companies in carbon capture or mineralization', ""Limited detail on mentor's operational expertise beyond investment/governance""]"
startup_003,MENTOR_021,0.68,0.72,"Strong domain alignment exists between Ceal's carbon capture and sustainable industrial process focus and Florent's climate tech expertise and 20+ years in energy/utilities consulting. The mentor's corporate innovation and sustainability strategy experience is relevant to Ceal's vision of co-locating with power plants and scaling gigaton-level CO2 capture. However, limited detail on mentor's specific technical depth in mineralization, water treatment, or chemical processes prevents a higher score.","[{'from': 'startup', 'quote': 'co-locating with existing seawater-cooled thermal power plants, enabling gigaton-scale CO2 capture'}, {'from': 'mentor', 'quote': '20+ years energy & utilities consulting'}]","['Climate tech and carbon capture domain overlap', 'Energy/utilities sector experience matches power plant integration', 'Sustainability strategy relevant to industrial decarbonization', 'Corporate innovation experience for scaling partnerships']","[""Mentor's specific technical knowledge in water treatment or mineralization chemistry"", ""Mentor's experience with industrial feedstock supply chains or PCC markets"", ""Details on mentor's track record with early-stage climate tech startups""]"
startup_003,MENTOR_022,0.42,0.55,"Moderate overlap exists through energy sector experience and policy expertise relevant to industrial-scale carbon capture deployment. However, mentor's focus on biofuels and entrepreneurship/innovation infrastructure does not directly align with Ceal's water treatment, mineralization chemistry, or PCC production technology. Insufficient detail on mentor's specific energy sector experience limits confidence.","[{'from': 'startup', 'quote': 'co-locating with existing seawater-cooled thermal power plants, enabling gigaton-scale CO2 capture'}, {'from': 'mentor', 'quote': 'energy policy expert'}]","['Energy sector context overlap', 'Policy expertise for industrial deployment', 'Entrepreneurship/innovation infrastructure experience']","[""Mentor's specific energy sector experience details"", ""Mentor's knowledge of carbon capture or industrial minerals"", ""Mentor's experience with chemical/water treatment industries"", ""Depth of mentor's policy work related to climate tech""]"
startup_003,MENTOR_023,0.28,0.65,"Weak overlap. The mentor's expertise is in finance, institutional sales, and ESG, which could provide generic fundraising or ESG-framing guidance. However, there is no evidence of domain knowledge in water treatment, carbon capture, mineralization chemistry, industrial feedstock markets, or power plant operations—all central to Ceal's technology and business model.","[{'from': 'mentor', 'quote': '35 years global finance leadership; former Amundi Global Head of Sales'}, {'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}]","['ESG framing and investor positioning', 'Institutional client engagement experience', 'Finance and fundraising strategy']","['No evidence of cleantech, carbon capture, or industrial chemistry expertise', 'No indication of experience with hardware/capital-intensive startups', 'No operational or technical domain overlap with water treatment or power plants']"
startup_003,MENTOR_024,0.25,0.3,"Insufficient info. The mentor profile provides only a title (PhD Candidate) and affiliation (Carnegie Mellon University) with no domain expertise, research focus, or operational experience detailed. The startup operates in water treatment, CO2 capture, and industrial minerals—highly specialized domains requiring specific technical or commercial expertise that cannot be assessed from the provided mentor text.","[{'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}, {'from': 'mentor', 'quote': 'PhD Candidate'}]","['Academic affiliation suggests research orientation', 'No specific domain overlap identifiable']","[""Mentor's research area or PhD focus"", ""Mentor's technical expertise or domain knowledge"", ""Mentor's operational or commercial experience"", ""Mentor's relevant industry background""]"
startup_003,MENTOR_025,0.12,0.85,"Minimal domain overlap exists between Ceal's water-treatment/CO2 sequestration/industrial minerals focus and the mentor's automotive/software-defined vehicles expertise. The mentor's consulting and joint venture management experience offers only generic operational value, not sector-specific leverage for climate tech or chemical process industries.","[{'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}, {'from': 'mentor', 'quote': 'Software Defined Vehicles; EV; Autonomous Vehicles'}]","['Generic consulting/JV management experience', 'No climate tech or industrial chemistry domain overlap']","[""Mentor's detailed bio and profile text are empty"", 'No evidence of mentor experience in water treatment, carbon capture, or industrial minerals']"
startup_003,MENTOR_026,0.28,0.45,"Weak overlap between mentor's digital transformation/SaaS/robotics expertise and startup's water-treatment/CO2 capture hardware focus. Mentor's operations and investment experience provides generic value, but no specific domain match in chemical engineering, industrial minerals, carbon capture technology, or power plant operations. Insufficient info on both sides limits confidence.","[{'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}, {'from': 'mentor', 'quote': 'Digital transformation leader; SaaS; Robotics; Digital Transformation'}]","['Operations experience applicable broadly', 'Investment background may help fundraising', 'Circular economy interest tangentially relevant']","['No mentor expertise in chemical/industrial processes or carbon capture', 'No mentor background in water treatment or minerals', 'Minimal startup profile detail on technology or business model', 'No mentor bio or detailed profile provided']"
startup_003,MENTOR_027,0.28,0.65,"Weak overlap between Ceal's water-treatment/CO2 capture technology and the mentor's robotics/automation expertise. The mentor's M&A and executive experience at Siemens could provide generic strategic guidance, but there is no clear domain match in cleantech, chemical processes, or carbon capture. Insufficient info on mentor's industrial process or energy sector experience.","[{'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}, {'from': 'mentor', 'quote': 'Robotics; Industrial Automation; Space Tech'}]","['Industrial automation may tangentially apply to process optimization', 'M&A and executive experience for scaling strategy', 'Siemens background in large industrial systems']","['No evidence of mentor expertise in cleantech, carbon capture, or chemical engineering', 'No mention of energy sector or water treatment experience', 'Mentor bio and detailed profile are empty']"
startup_003,MENTOR_028,0.72,0.65,"Strong domain alignment exists between Ceal's carbon capture and water treatment technology and Julian's climate tech expertise and deep tech venturing background. His experience as bp CIO/VP Digital Science suggests familiarity with industrial-scale energy infrastructure, directly relevant to Ceal's power plant co-location strategy. However, limited detail in mentor profile prevents assessment of specific mineralization, chemical process, or seawater treatment expertise.","[{'from': 'mentor', 'quote': 'Former bp CIO & VP Digital Science; DeepTech & climate venturing leader'}, {'from': 'startup', 'quote': 'mineralization system co-locating with existing seawater-cooled thermal power plants, enabling gigaton-scale CO2 capture'}]","['Climate tech and deep tech expertise alignment', 'Energy sector infrastructure experience (bp background)', 'Investment and venturing relevant to scaling industrial solutions']","[""Mentor's specific knowledge of carbon capture technologies"", ""Mentor's familiarity with chemical processing or mineralization"", ""Mentor's experience with water treatment or industrial feedstock markets""]"
startup_003,MENTOR_029,0.08,0.85,"No credible overlap exists between the mentor's expertise in autonomous systems, AI safety, and mobility and the startup's focus on water treatment, CO2 sequestration, and industrial mineral production. The domains are fundamentally misaligned with no identifiable intersection points.","[{'from': 'mentor', 'quote': 'Autonomous Systems; Safety Assurance; EV; Mobility'}, {'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate'}]","['No domain overlap', 'Unrelated technical expertise', 'Divergent industry focus']",[]
startup_003,MENTOR_030,0.28,0.65,"Weak domain overlap. The mentor's expertise centers on fintech, data security, M&A, and investment banking (Lazard, Goldman Sachs, Citadel, Natixis), while the startup operates in water treatment, CO2 capture, and industrial minerals. Generic financial/M&A skills may offer limited strategic value, but no specific cleantech, industrial process, or climate tech experience is evident.","[{'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}, {'from': 'mentor', 'quote': 'Fintech; Data Security'}]","['M&A and investment experience', 'Corporate restructuring skills', 'No cleantech or industrial process expertise']","[""Mentor's exposure to climate tech or industrial sectors"", ""Mentor's experience with capital-intensive infrastructure projects"", ""Startup's current fundraising or M&A needs""]"
startup_003,MENTOR_031,0.28,0.65,"Weak domain overlap. Ceal operates in industrial water treatment, CO2 capture, and materials production (PCC), while André specializes in digital marketing and connected medical solutions. His marketing and investment expertise could provide generic commercial guidance, but lacks specific relevance to industrial cleantech, chemical processes, or B2B industrial sales.","[{'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}, {'from': 'mentor', 'quote': '24+ years digital marketing; connected medical solutions specialist'}]","['Generic marketing expertise applicable across sectors', 'Investment experience may support fundraising discussions']","['No evidence of cleantech, industrial, or materials sector experience', 'No indication of B2B industrial sales or regulatory knowledge', 'Mentor bio and detailed profile are empty']"
startup_003,MENTOR_032,0.68,0.72,"Strong domain overlap exists: the mentor has Climate Tech and Energy expertise, directly relevant to Ceal's CO2 capture and power plant water-treatment system. The mentor's track record in raising £2bn+ and startup scaling aligns well with Ceal's need to achieve gigaton-scale deployment and shift industrial markets. However, no evidence of specific expertise in water treatment, mineralization chemistry, or industrial feedstock markets limits the score.","[{'from': 'mentor', 'quote': 'Climate Tech; Space Tech; Energy; Fintech'}, {'from': 'startup', 'quote': 'water-treatment system that captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater used for cooling power plants'}]","['Climate Tech and Energy domain alignment', 'Startup scaling and capital raising experience', 'CO2 capture sector relevance']","['No evidence of water treatment or mineralization expertise', 'No mention of industrial chemicals or feedstock market knowledge', ""Limited detail on mentor's specific Climate Tech sub-domains""]"
startup_003,MENTOR_033,0.72,0.75,"Strong domain overlap exists between Ceal's clean tech water treatment/CO2 capture system and Michael's expertise in Clean Tech, Materials, and energy policy. His background as former Global Head of Analysis at BNEF and ex-McKinsey Partner provides relevant strategic and analytical capabilities for a capital-intensive industrial decarbonization venture. His UK energy policymaker experience aligns with Ceal's need to navigate regulatory frameworks for power plant co-location and carbon markets.","[{'from': 'mentor', 'quote': 'Former Global Head of Analysis at BNEF; ex-McKinsey Partner; UK energy policymaker'}, {'from': 'startup', 'quote': 'mineralization system co-locating with existing seawater-cooled thermal power plants, enabling gigaton-scale CO2 capture'}]","['Clean Tech and Materials domain expertise', 'Energy sector policy and regulatory experience', 'Strategic analysis for capital-intensive ventures', 'Government advisory relevant to power plant partnerships']","[""Mentor's specific experience with water treatment or mineralization technologies"", ""Mentor's familiarity with Israeli or Middle Eastern markets"", ""Depth of mentor's carbon markets or CDR expertise""]"
startup_003,MENTOR_034,0.78,0.85,"Strong domain alignment between Ceal's CO2 capture and mineralization technology and Karen's expertise in decarbonization, materials science, and carbon dioxide removal (CDR). Her background as a DAC chemist at Climeworks and current role leading science at a CDR-focused VC provides highly relevant technical and strategic perspective for a startup developing carbon capture systems.","[{'from': 'startup', 'quote': 'captures and sequesters CO2 and produces precipitated calcium carbonate (PCC) from seawater'}, {'from': 'mentor', 'quote': 'Head of Science at CDR-focused VC; former Climeworks DAC chemist'}]","['CO2 capture/sequestration technology overlap', 'Materials science expertise (PCC production)', 'CDR sector specialization', 'Chemistry background for mineralization processes']","[""Mentor's specific materials science focus areas"", ""Mentor's experience with ocean-based or mineralization CDR methods"", ""Startup's current technical challenges or development stage""]"
startup_004,MENTOR_001,0.22,0.7,"Weak overlap between BioHalo's synthetic biology/fermentation platform for fluorinated biomolecules and Alexandra's expertise in solar/wind energy and renewables law. Generic operational skills (legal, transactions, policy) provide minimal relevance without domain-specific chemistry, materials science, or biotech experience.","[{'from': 'startup', 'quote': 'synthetic biology company developing a fermentation-driven platform that produces biodegradable and bio-based fluorinated monomers and polymers'}, {'from': 'mentor', 'quote': 'General Counsel for EMEA and Global Head of Transactions at Lightsource bp; 17+ years in renewables'}]","['Sustainability/environmental mission alignment', 'Legal and transactional expertise (generic)', 'Policy influence experience (generic)']","['No evidence of chemistry, materials science, or biotech domain knowledge', 'No indication of experience with manufacturing, fermentation, or chemical commercialization', 'Unclear if mentor has worked with early-stage deep tech or synthetic biology startups']"
startup_004,MENTOR_002,0.58,0.65,"Moderate overlap exists through sustainability strategy and industrial transformation expertise relevant to BioHalo's mission of replacing toxic fluorochemicals with biodegradable alternatives. However, mentor's background is primarily in mining, oil & gas, and construction materials rather than synthetic biology or fermentation platforms, limiting direct technical domain alignment.","[{'from': 'startup', 'quote': 'commercialize sustainable fluorinated biomolecules that replace toxic fluorochemicals'}, {'from': 'mentor', 'quote': 'former Chief Sustainability & Innovation Officer at Holcim'}]","['Sustainability strategy expertise', 'Industrial transformation experience', 'Innovation leadership in materials sector', 'Board-level strategic guidance capability']","['No evidence of synthetic biology or fermentation expertise', ""Limited detail on mentor's specific innovation domains at Holcim"", 'Unclear if mentor has experience with early-stage biotech commercialization']"
